CLIENTNUMBER,EntityType,ClientName,UnitDescription,Street,City,State_Prov,Country,Fax Number,EMail,URL,Zip Code,Telephone Number,Date Acquired,CountryCode,Industry,DateEntered,ClientType,AccountOfficer,ContactPerson
12544,1,MORIMOTO INT'L PATENT OFFICE,,"Shinahobashi Mitsui Bldg., 3F","11-7, Utsubohonmachi 1-chome, Nishi-ku","Osaka 550-0004,Japan",,816-6449-5399,,,,816-4300 5274,,JPN,,12/10/2018,D,,
12559,2,MURRAY & DRISCOLL,,"Union Square, Main Street",Post Office Box 252,"Southbury, Connecticut 06488-0252, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
12563,2,NAGAI & ASSOCIATES,,"Bandai Building, 3rd Floor",10-14 Kanda-Awajicho 2-chome,"Chiyoda-ku, Tokyo 101, Japan",,,,,,,,JPN,,8/8/2014,D,,
12578,2,NAOMI ASSIA LAW OFFICES,,"54 Sokolov St., Ramat Hashron",P.O. Box 314,"Ramat Hasharon 47103, Israel",,,,,,,,ISR,,8/8/2014,D,,
12582,2,NISSAY INTERNATIONAL PATENT OFFICE,,"3d Floor, Room 44, New Marunouchi Bldg.","5-1, Marunouchi 1-chome","Chiyoda-ku, Tokyo 100, Japan",,,,,,,,JPN,,8/8/2014,D,,
12597,2,"HORIZON EAST FASHIONS, INC.",,9622 Kamagong Street,San Antonio Village,Makati City,,,,,,,,PH,,8/8/2014,P,Attn.:  MR. MATTHEW S. BRILL,Attn.:  MR. MATTHEW S. BRILL
12601,2,OSHIMA AND NARUSHIMA,,Kitagawa Bldg. 7F,42 Kagurazaka 6-chome,"Shinjuku-ku, Tokyo 162, Japan",,,,,,,,JPN,,8/8/2014,D,,
12614,2,NIPPON PAINT (PHILIPPINES) INC.,,Attn.: Mr. Reynaldo U. Lim,"Hologram Street, Light Industry",and Science Park of the Phils.,"Cabuyao, Laguna",,,,,,,PH,,8/8/2014,P,,
12629,2,"ROBBINS, BERLINER & CARSON",,"201 North Figueroa Street, Fifth Floor","Los Angeles, California 90012-2628",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12633,2,DENSO CORPORATION,,Intellectual Property Dept.,"T 448 1-1, Showa-cho","Kariya City, Aichi Pref, 448-8661",Japan,,chihiro_kanda@denso.co.jp,,,,,JPN,,8/8/2014,D,Chihiro Kanda,Chihiro Kanda
12648,2,NASHUA CORPORATION,,"44 Franklin Street, P.O. Box 2002","Nashua, New Hampshire 03061-2002",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12652,2,"NIPPON SHEET GLASS CO., LTD.",,"1-7, Kaigan 2-chome","Minato-ku, Tokyo",Japan,,,,,,,,JPN,,8/8/2014,D,,
12667,2,NOGAWA PATENT OFFICE,,"Quarter-1 Building  5-1-3, Nishitenma","Kita-ku, Osaka 530",Japan,,,,,,,,JPN,,8/8/2014,D,.,.
12671,2,SAINT-GOBAIN CORPORATION/NORTON COMPANY,,1 New Bond Street   Box Number 15138,"Worcester, MA 01615-0138",U. S. A.,,,,,,,,USA,,8/8/2014,D,.,.
12686,2,"MESSRS. JACOBSON, PRICE, HOLMAN & STERN",,"The Jennifer Building 400 Seventh Street, N. W.","Washington, D. C. 20004-2201",U. S. A.,,,,,,,,USA,,8/8/2014,D,.,.
12690,2,OCHIAI & CO.,,"TO Building, 6-3, Taito 2-chome","Taito-ku, Tokyo 110-0016",Japan,,(03)5807-6728,e-mail@ochiaipatent.com,,,(03)5807-6727,,JPN,,8/8/2014,D,.,.
12703,2,PROSKAUER ROSE GOETZ & MENDELSOHN,,1585 Broadway,"New York, N.Y. 10036",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12718,2,TAKADA & ASSOCIATES,,"3rd Floor, Hanabusa Bldg.","12-6, Minamiaoyama 5-chome","Minato-ku, Tokyo 107, Japan",,,,,,,,JPN,,8/8/2014,D,,
12722,1,ODAJIMA PATENT OFFICE,,Nagatacho Building,Nagatacho 2-4-3,"Chiyoda-ku, Tokyo, 100-0014 Japan",,813-6457-9691,odajima@odajima-patent.gr.jp,,,813-6457-9690,,JPN,,2/17/2016,D,,
12737,2,SEIRYU INTERNATIONAL PATENT OFFICE,,37 KOWA Building,"4-5, Tsukiji 1-chome","Chuo-ku, Tokyo 104-0045",Japan,81-3--6226-3192,seiryu@shu-ei-pat.gr.jp,,,81-3-6226-3191,,JPN,,8/8/2014,D,,
12741,2,OLMO & RODRIGUEZ,,Despacho 9-102,28036 Madrid,Espana,,,,,,,,ES,,8/8/2014,D,J. Hurtado de Mendoza,J. Hurtado de Mendoza
12756,2,OKUYAMA & SASAJIMA,,"7th Floor, Akasaka Eight One Building","13-5, Nagata-cho 2-chome","Chiyoda-ku, Tokyo 100-0014",JAPAN,813-3506-7971,mail@quon-ip.jp,,,,,JPN,,8/8/2014,D,Chisato Harashima,Chisato Harashima
12760,2,OHIE PATENT OFFICE,,"Horiguchi No. 2 Bldg., 7F","2-6, Nihonbashi-Ningyocho","2-chome, Chuo-ku, Tokyo 103, Japan",,81-3-3669-5408,,,,,,JPN,,8/8/2014,D,,
12763,2,LEGAL STRATEGIES GROUP,,5905 CHRISTIE AVENUE,"EMERYVILLE, CALIFORNIA",U.S.A.,,(510)450-9601,,,,(510)450-9600,,USA,,8/8/2014,D,VASUKI SELVAN,VASUKI SELVAN
12775,2,"OSTROLENK, FABER, GERB & SOFFEN",,1180 Avenue of the Americas,"New York, N. Y. 10036-8403",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12781,2,OWENS-CORNING SCIENCE & TECHNOLOGY CENTER,,Patent Law Department,"2790 Columbus Road, Route 16","Granville, Ohio 43023-1200, U. S. A.",,,,,,,,USA,,8/8/2014,D,Attention:  MS. DANNA R. KRAMER,Attention:  MS. DANNA R. KRAMER
12782,2,OWENS-CORNING SCIENCE & TECHNOLOGY CENTER,,Fiberglas Tower 26,"Toledo, Ohio 43659",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attention:  DARLENE K. LOGSDON,Attention:  DARLENE K. LOGSDON
12794,2,OHARA & KOMATSU ASSOCIATES,,No. 1025 New State Manor,"23-1, Yoyogi 2-chome, Shibuya-ku","Tokyo 151-0053, Japan",,?3375-6728,patohara@qc4.so-net.ne.jp,,,?3374-4822,,JPN,,8/8/2014,D,,
12807,2,"OPPENHEIMER, WOLFF & DONNELLY",,One Citicorp Center,153 East 53rd Street,"New York, NY 10022. U.S.A.",,,,,,,,USA,,8/8/2014,D,,
12811,2,"PANELFOLD, INC.",,10700 N. W. 36th Avenue,"Miami, Florida 33167",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12826,2,"PHILIPPINE HEALTH CARE PROVIDERS, INC.",,19th Fl. Medical Plaza Makati,Amorsolo Street cor. De la Rosa St.,Makati City,,,,,,,,PH,,8/8/2014,P,,
12830,2,ORTHO-CLINICAL DIAGNOSTICS INC.,,International Patent Law,P.O. Box 1222,"New Brunswick, New Jersey 08903",U. S. A.,,,,,,,USA,,8/8/2014,D,,
12845,2,"PATENTANWALTSBURO EDER AG, BASEL",,Lindenhofstrasse 40  CH-4052 Basel (Schweiz),Switzerland,,,,,,,,,SW,,8/8/2014,D,.,.
12851,2,DANUBIA,,P. O. Box 198  H-1368 Budapest 5,Hungary,,,00361 266-5770,,,,00361 4118800,,HU,,8/8/2014,D,.,.
12864,2,OKADA PATENT & TRADEMARK OFFICE,,Nagoya Chamber of Commerce & Industry Bldg.,"10-19 Sakae, 2-chome","Naka-ku, Nagoya 460-0008",Japan,,,,,,,JPN,,8/8/2014,D,,
12866,2,OKADA PATENT OFFICE,,"Chiyoda Bldg., Kitakan","13-38, Naniwa-Cho","Kita-Ku, Osaka",530-0022 JAPAN,,,,,,,JPN,,8/8/2014,D,,
12879,2,"MESSRS. PEARNE, GORDON, MCCOY & GRANGER",,1200 Leader Building,"Cleveland, Ohio 44114-1401",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12883,2,"PFIZER ,INC.",,NY Legal Finance,P.O. Box 341829,"Bartlett, TN 38184-1829",,,,,,,,USA,,8/8/2014,D,LEGAL DIVISION - PATENT DEPARTMENT,LEGAL DIVISION - PATENT DEPARTMENT
12898,2,PFIZER INTERNATIONAL INC.,,Legal Division-Trademark Department,235 East 42nd Street,"New York, NY 10017-5755",,,,,,,,USA,,8/8/2014,D,Attention: MS. ROSANNE E. MADDEN,Attention: MS. ROSANNE E. MADDEN
12900,2,PFIZER LIMITED,,"Ramsgate Road,","Sandwich, Kent,","CT13 9NJ, England",,,,,,,,END,,8/8/2014,D,European Patents Department,European Patents Department
12915,2,"PHILIP MORRIS, INCORPORATED",,120 Park Avenue,"New York, New York 10017",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12921,2,"PHILLIPS, ORMONDE & FITZPATRICK",,367 Collins Street,Melbourne 3000,Australia,,,,,,,,AUS,,8/8/2014,D,,
12934,2,QUALCOMM INC.,,Invoice-Processing@qualcomm.com,,,USA,(619) 658-2502,"forpat@qualcomm.com, patent.ur",,,001-858-845-4265,,USA,,8/20/2014,D,Barbara Agnihotri,
12949,2,VERNON J. PILLOTE LAW OFFICE,,103 Valkommen Plaza,310 Seventh Street,"Rockford, Illinois 61104, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
12953,2,SCHERING-PLOUGH CORPORATION,,2000 Galloping Hill Road,"Kenilworth, New Jersey 07033",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
12968,2,UNITED STATES FILTER CORPORATION,,Attn.: Payables,40-004 Cook Street,"Palm Desert, CA 92211",,(978) 453-3083,,,,(978) 614-7177,,USA,,8/8/2014,D,Attention:  MS. KATHYRIN L. LAMPRON,Attention:  MS. KATHYRIN L. LAMPRON
12972,2,ROBERT L. LAING,,Clean-Flo Laboratories,2525 Xenium Lane,"Plymouth, MN 55441-3627, U.S.A.",,,,,,,,USA,,8/8/2014,D,President,President
12980,2,"GEDEON RICHTER, LTD.",,P.O. Box 27,H-1475 Budapest 10,Hungary,,,,,,,,HU,,8/8/2014,D,Attention: DR. ISTVAN GREINER,Attention: DR. ISTVAN GREINER
12987,2,RODGERS & RODGERS,,"6100 Lake Forrest Drive,",Suite 340,"Atlanta, Georgia 30328  U. S. A.",,404-705-9297,rogersatl@aol.com,,,,,USA,,8/8/2014,D,,
12991,2,"ROGERS, HOWELL & HAFERKAMP",,7733 Forsyth Blvd. #1400,Saint Louis MO 63105-1817,U. S. A.,,,,,,,,USA,,8/8/2014,D,,
13000,2,ROBERTS PHARMACEUTICAL CORP.,,Meridian Center II,4 Industrial Way West,"Eatontown, New Jersey 07724, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
13015,2,REVISUISSE PRICE WATERHOUSE,,Borsentrasse 26,"8022 Zurich, Switzerland",,,,,,,,,SW,,8/8/2014,D,,
13021,2,RUBIA INDUSTRIES LTD.,,P. O. Box 173,Bangkok,Thailand,,,,,,,,TH,,8/8/2014,D,,
13034,2,SAEGUSA & PARTNERS,,Kitahama TNK Building,"7-1, Dosho-machi 1-chome, Chuo-ku,","Osaka-shi, Osaka 541-0045, Japan",,,mail@saegusa-pat.co.jp,,,,,JPN,,8/8/2014,D,,
13049,2,SNELL & WILMER,,One Arizona Center,"Phoenix, Arizona 85004-0001",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attn.: Ms. Barbara J. Clausen,Attn.: Ms. Barbara J. Clausen
13053,2,"MESSRS. GOTTLIEB, RACKMAN & REISMAN, P. C.",,1430 Broadway,"New York, N. Y. 10018",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
13068,2,"HOVEY, WILLIAMS, LLP",,10801 Mastin Blvd. Suite 1000,84 Corporate Woods,"Overland Park, KS 66210",,913-647-9057,jcollins@hoveywilliams.com,,,913-647-9050,,USA,,4/10/2015,D,Attn.: Ms. Barbara Guinn,Attn.: Ms. Barbara Guinn
13072,2,"SCHUYLER, BANNER, BIRCH, MCKIE & BECKETT",,One Thousand Connecticut Avenue,"Washington, D. C. 20036",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
13087,2,SAHEKI PATENT OFFICE,,"10-9, Shiba 2-chome","Minato-ku, Tokyo 1005-0014",Japan,,(03) 5443-0975,,,,(03) 5484-4544,,JPN,,8/8/2014,D,KENJI SAHEKI,KENJI SAHEKI
13091,2,"SEIJIRO MATSUDA, ESQ.",,"2-13, Kajiwara 3-chome","Kamakura, Kanagawa 247",Japan,,,,,,,,JPN,,8/8/2014,D,,
13104,2,TEKNISKIL S.A.,,DENISE ZWAHLEN,"12 rue du Pommier, 2000 Neuchatell",Switzerland,,,,,,,,SW,,8/8/2014,D,Attn.: MESSRS. PETER VEENENDAAL and,Attn.: MESSRS. PETER VEENENDAAL and
13119,2,SHERMAN & SHALLOWAY,,413 North Washington Street,"Alexandria, Virginia 22314",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
13123,2,KOUWA PATENT OFFICE,,YK Nakameguro Bldg. 1-5,"Nakameguro, 3-chome","Meguro-ku, Tokyo, Japan",,,,,,,,JPN,,8/8/2014,D,,
13138,2,SHIMIZU & DAIGO,,"Terasaki Bldg., No. 2,4th Floor","12-15, Nihonbashi-Muromachi 1-chome","Chuo-ku, Tokyo 103-0022, Japan",,81-3-3246-2049,ip-law@shimizu-daigo.com,,,81-3-3243-1245,,JPN,,1/6/2017,D,,
13139,2,TETSUO SHIMIZU,,KYODO BUILDING,"1-3-8, NIHONBASHI-HONCHO","CHUO-KU, TOKYO 103",JAPAN,,,,,,,JPN,,8/8/2014,D,,
13142,2,SHIONOGI & COMPANY LTD.,,"1-8, Doshomachi 3-chome, Chuo-ku,","Osaka-shi, Osaka, 541-0045",Japan,,816-6209-0915,,,,816-6209-6630,,JPN,,3/31/2017,D,,
13157,2,SIGMA-TAU FINANZIARIA S.p.A.,,"Via Sudafrica, 20",00144 Rome,Italy,,,,,,,,IT,,8/8/2014,D,,
13161,2,"J. HELEN SLOUGH, ESQ.",,200 Westview Towers,21010 Center Ridge Road,"Cleveland, Ohio 44116, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
13176,2,"BEEHLER, PAVITT, SIEGEMUND, JAGGER, MARTELLA  & DAWES",,1100 Equitable Plaza,3435 Wilshire Boulevard,"Los Angeles, Calif. 90010-1978, U.S.A.",,,,,,,,USA,,8/8/2014,D,.,.
13180,1,KATO & ASSOCOATES,(formerly S. Matsui & Associates),Nishi-Shinjuku Mitsui Building 18F,"24-1, Nishi-Shinjuku 6-chome","Shinjuku-ku, Tokyo  160-0023, Japan",,,,,,,,JPN,,7/5/2019,D,Shigeru Matsui,Shigeru Matsui
13195,2,SPOOR AND FISHER JERSEY,,P.O. Box 281,Wellington House,"Union Street, St. Helier Jersey JE4 9TW, British Isles",,,,,,,,BVI,,8/8/2014,D,,
13208,2,SUGIBAYASHI  & CO.,,Suite 409- Central Plaza,"4-10-1, Iidabashi, Chiyoda-ku",Tokyo 102-0072,Japan,3-3269-7362,,,,3-5229-7050,,JPN,,8/8/2014,D,,
13212,2,SUMITOMO CORPORATION,,"10th Floor, Bank of Phil. Island Bldg.",Ayala Avenue corner Paseo de Roxas,Makati City,,,,,,,,PH,,8/8/2014,P,,
13227,2,"SUMITOMO SHOJI KAISHA, LTD.",,New Sumitomo Shoji Building,2-2 Hitotsubashi 1-chome,"Chiyoda-ku, Tokyo, Japan",,,,,,,,JPN,,8/8/2014,D,,
13231,2,SENDA PATENT BUREAU,,"Zen-Koku Choson-Giin Bldg., 6th Floor","Ichiban-cho 25, Chiyoda-ku",Tokyo 102-0082,Japan,,,,,,,JPN,,8/8/2014,D,,
13246,2,SAMEJIMA INTERNATIONAL PATENT OFFICE,,"Shinmachi Bldg., 905","1-2-13, Shinmachi, Nishi-ku, Osaka-shi,","Osaka 550-0013, Japan",,?6531-7435,,,,?6531-7431,,JPN,,8/8/2014,D,,
13250,2,SUZUYE & SUZUYE,,UBE Building,3-7-2 Kasumigaseki,"Chiyoda-ku, Tokyo 100, Japan",,,,,,,,JPN,,8/8/2014,D,,
13265,2,"STANLEY WORKS ASIA PACIFIC PTE, LTD.",,"12, Gul Drive, Singapore 2262","Jurong Town, P. O. Box 425",Singapore 9161,,,,,,,,SG,,8/8/2014,D,,
13271,2,"TAISHO PHARMACEUTICAL CO., LTD.",,"24-1, Takata 3-chome","Toshimaku, Tokyo 171",Japan,,,,,,,,JPN,,8/8/2014,D,,
13284,2,TAIWAN ELITE CORPORATION,,"Room 705, Asia  Enterprise Center","No. 142, Minchuan East Road, Sec. 3","Taipei 105, Taiwan",,886-2-716-9964,,,,886-2-716-9963,,TW,,8/8/2014,D,K.S. LEE,K.S. LEE
13299,2,R. TAKAGI & SON,,"2-21-21  Kotobuki, Abiko-shi","Chiba Prefecture, 270-1152",Japan,,,,,,,,JPN,,8/8/2014,D,.,.
13301,2,AIWA INTERNATIONAL PATENT AGENCY,,"4F, Konwa Bldg.,","12-22, Tsukiji 1-chome, Chuo-ku,",Tokyo 104-0045,,813-3524-3912,aiwa@aiwa-patent.jp,,,813-3524-3911,,JPN,,8/8/2014,D,,
13316,2,TAKEUCHI & CO.,,"Nishiwaki Bldg., 5th Floor","No. 1, Kojimachi 4-chome","Chiyoda-ku, Tokyo 102, Japan",,,,,,,,JPN,,8/8/2014,D,,
13320,1,SAN-A PATENT ATTORNEYS,,4F Shisei-Kaikan,1-3 Hibiya-Koen,"Chiyoda-ku, Tokyo, 100-0012",,?33508-8688,fs3a@san-a-pat.com,,,?33508-8686,,JPN,,5/15/2017,D,Soichi Takezawa,Soichi Takezawa
13335,2,TAMURA & CO.,,Toranomon Denki Building,"8-1, Toranomon 2-chome","Minato-ku, Tokyo 105, Japan",,,,,,,,JPN,,8/8/2014,D,Attn.: Mr. Taketoshi Tamura,Attn.: Mr. Taketoshi Tamura
13341,1,JINZAI & PARTNERS Akibahara Office,(Someya Patent Office),"Ohhara Building 801, 2-1 Kandasakuma-cho","Chiyoda-ku, Tokyo 101-0025, Japan",,Japan,,,,,,,JPN,,8/19/2017,D,,
13354,1,T.S. INTERNATIONAL,,"3rd Floor, PMO Kanda-Tsukasamachi","2-8-1 Kanda-Tsukasamachi, Chiyoda-ku",Tokyo 101-0048,,813-3256-1398,,,,813-3256-1230,,JPN,,9/20/2017,D,YUZO TAKEBAYASHI,Yukiyasu Shimada
13369,2,TASHIRO-ETOH PATENT BUREAU,,"Showa Building 9th Floor, 8-18",Kyobashi 2-chome,"Chuo-ku, Tokyo , Japan 104-0031",,,,,,,,JPN,,8/8/2014,D,,
13373,2,TAKAISHI LAW OFFICE,,Tanakayama Bldg.,"3rd Floor, Toranomon 4-1-20,","Minato-ku, Tokyo 105, Japan",,,,,,,,JPN,,8/8/2014,D,,
13388,2,"TEX-MEX, INC.",,3/F Tuscan Bldg.,114 Herrera St.,"Legaspi Village, Makati City",,,,,,,,PH,,6/27/2016,P,,
13392,2,TEXAS INSTRUMENTS INCORPORATED,,P.O. Box 660199,Mail Station 8658,"Dallas, TX 75266-0199 U. S. A.",,,,,,,,USA,,8/8/2014,D,Attention: Mr. Joseph F. Huback,Attention: Mr. Joseph F. Huback
13405,2,OKUMURA PATENT OFFICE,,3-34 Makitukadai 4-cho Sakai,"Osaka, Japan",,,,,,,,,JPN,,8/8/2014,D,Attn.: Mr. Fumio Okumura,Attn.: Mr. Fumio Okumura
13411,2,T. M. P. AGENTS,,P. O. Box 921100,Amman,Hashemite Kingdom of Jordan,,,,,,,,ISR,,8/8/2014,D,,
13424,2,TOGAWA & CO.,,"18-9, Junka 2-chome",Fukui 910,Japan,,,,,,,,JPN,,8/8/2014,D,,
13439,2,EIRITSU PATENT & LAW AGENCY,,Watase Building,"5-8, Nishi-Shimbashi 3-chome,","Minato-ku, Tokyo, Japan",,,,,,,,JPN,,8/8/2014,D,,
13443,2,THE TRANE COMPANY,,Patent Department - 12-E,3600 Pammel Creek Road,"La Crosse, Wisconsin 54601 7599, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
13458,2,KOHNO PATENT OFFICE,,4-3 Tsuriganecho,"2-Chome, Chuo-ku",Osaka 540-0035. Japan,,,,,,,,JPN,,8/8/2014,D,,
13462,2,SWAN INTERNATIONAL PATENT & TRADEMARK OFFICE,,"4F Shinjuku Yochomachi Bldg.,,",10-10 Yochomachi,"Shinjuku-ku, Tokyo","162-0055, Japan",813-5919-1744,,,,813-5919-1741,,JPN,,8/8/2014,D,,
13477,2,UEKI PATENT OFFICE,,Shinko Building,"2-3-7, Dojima","Kita-ku, Osaka 530, Japan",,,,,,,,JPN,,8/8/2014,D,,
13481,2,"UNION PATENT SERVICE CENTER, INC.",,"Gloria Hatsuho Ikebukuro, 9th Floor",1-28-1-708 Higashi-Ikebukuro,"Toshima-ku, Tokyo, 170 Japan",,,,,,,,JPN,,8/8/2014,D,Attn.: Yushin Lai,Attn.: Yushin Lai
13485,2,"UNION PATENT SERVICE CENTER, INC.",,"Room No. 1112, Palace Office Bldg.","No. 346, Sec . 3, Nanking E. Road","Taipei, Taiwan",,,,,,,,TW,,8/8/2014,D,Attn.: Ms. Emily Shen,Attn.: Ms. Emily Shen
13496,2,UNOCAL CORPORATION,,Chief License Counsel,"376 South Valencia Avenue, P.O. Box 76","Brea, CA 92621-6345 U.S.A.",,,,,,,,USA,,8/8/2014,D,Attention: MR. DANIEL R. FARRELL,Attention: MR. DANIEL R. FARRELL
13509,2,UNGARETTI & HARRIS,,3500 Three First National Plaza,"Chicago, Illinois 60602 4283",U. S. A.,,,,,,,,USA,,8/8/2014,D,Attention: JENNIFER ZORDANI,Attention: JENNIFER ZORDANI
13513,2,"VISTAKON, INC.",,P. O. Box 1222,"New Brunswick, New Jersey 08903",U. S. A.,,,,,,,,USA,,8/8/2014,D,c/o JOHNSON & JOHNSON,c/o JOHNSON & JOHNSON
13528,2,OFFICE OTAKI PATENT & TRADEMARKS,,"Higashi Bldg. 508, 1-14-13","Higashi-Ueno, Taito-ku","Tokyo 110, Japan",,,,,,,,JPN,,8/8/2014,D,,
13532,2,UNIVERSAL ROBINA CORPORATION,,"110 E. Rodriguez, Jr. Ave","Bagumbayan, Quezon City",,,,,,,,,PH,,8/8/2014,P,,
13547,2,ROBERT W. BECKER & ASSOCIATES,,"707 Highway 66 East, Suite B","Tijeras, New Mexico 87059",,,15052863524,,,,,,ME,,8/8/2014,D,LYDIA SPARKS,LYDIA SPARKS
13551,2,HIRAKI & ASSOCIATES,,"Arago Green Hills MORI Tower, 32F","5-1 Atago 2-chome, Minato-ku","Tokyo 105-6232, Japan",,81-3-5425-0981,hiraki@hiraki-patent.co.jp,,,81-3-5425-1800,,JPN,,8/8/2014,D,KEN-ICHI NOMURA,KEN-ICHI NOMURA
13566,2,"WELTY, SHIMEALL & KASARI",,Central Post Office Box 995,Tokyo 100-91,Japan,,,,,,,,JPN,,8/8/2014,D,International Law and Patent Office,International Law and Patent Office
13570,2,WARNER BROS CONSUMER PRODUCTS,,"4000 Warner Boulevard, Burbank",California 91522,U. S. A.,,,,,,,,USA,,8/8/2014,D,,
13585,2,"WENDEROTH, LIND & PONACK",,"Southern Building, Suite 700","805 Fifteenth Street, N. W.","Washington, D. C. 20005, U. S. A.",,,,,,,,USA,,8/8/2014,D,,
13591,2,WENPING & CO.,,"8th Floor, Wenping Kanda Bldg.,",6-7 Kanda Kajicho 3-chome,"Chiyoda-ku, Tokyo 101-0045",JAPAN,03-3503-8875,,,,03-3597-0888,,JPN,,8/8/2014,D,,
13602,2,WARASHINA AND ASSOCIATES,,B-302 Maison D'or Usui,"5-38-13 Chuo,","Nakano-Ku, Tokyo 164-0011",Japan,?3229-3146,,,,?3229-3145,,JPN,,8/8/2014,D,,
13617,2,WILSON GUNN Patent & Trademark Attorneys,,"5th Floor, Blackfriars House,",The Parsonage,"Manchester, M3 2JA",,,,,,,,END,,10/8/2018,D,,
13621,2,WALKER & JOCKE,,231 South Broadway,"Medina, Ohio",,,,,,,,,,,8/8/2014,D,,
13636,2,"WOLF, GREENFIELD & SACKS, P. C.",,Federal Reserve Plaza,600 Atlantic Avenue,"Boston, Massachusetts 02210-2206, U. S. A.",,617-646-8646,,,,617-646-8000,,USA,,8/8/2014,D,Attn.: Edwin F. Perlman,Attn.: Edwin F. Perlman
13638,2,"WOLF, GREENFIELD & SACKS, P.C.",,600 ALANTIC AVENUE,"BOSTON, MASSACHUSETTS 02210-2206",U.S.A.,,,,,,617-646-8000,,USA,,8/8/2014,D,617-646-8646,617-646-8646
13640,2,"RYOICHI YAMAMOTO, ESQ.",,Nagai Building,"9, Nihonbashi-Honcho 4-chome","Chuo-ku, Tokyo, Japan",,,,,,,,JPN,,8/8/2014,D,,
13655,2,MANZONI & MANZONI,,Piazzale Arnaldo,2-25121 Brescia-Italia,,,,,,,,,IT,,8/8/2014,D,,
13661,2,SUBARU PATENT OFFICE,,Kojimachi Koyo Building,10 Kojimachi 1-Chome,"Chiyoda-ku, Tokyo 102, Japan",,,,,,,,JPN,,8/8/2014,D,,
13674,1,EISHIN PATENT OFFICE,(formerly SATO & ASSOCIATES),"Pros Nishi-Shimbashi Bldg., 4F","4-3, Nishi-Shimbashi 2-chome","Minato-ku, Tokyo 105-0003, Japan",,813-3539-4333,eishin.po@nifty.com,,,813-3539-4331,,JPN,,11/5/2015,D,,
13689,2,"YKK CO., LTD.",,Intellectual Property Department Group,R & D Center,"3-22-1, Kamezawa, Sumida-ku","Tokyo 130-8521, Japan",,,,,,,JPN,,8/8/2014,D,,
13693,2,YOSHII LAW OFFICES,,Shinbashi-Frontier Building,"3-4-5, Shinbashi","Minato-ku, Tokyo 105, Japan",,,,,,,,JPN,,8/8/2014,D,,
13706,2,S. & S. YOSHIMURA,,"14-1, Shimoochiai 2-chome",Shinjuku-ku,"Tokyo 161, Japan",,,,,,,,JPN,,8/8/2014,D,,
13710,2,YUASA AND HARA,,"New Ohtemachi Bldg., Section 206","2-1, Ohtemachi 2-chome","Chiyoda-ku, Tokyo 100-0004, Japan",*JP POST GINZA P.O. BOX 714 TOKYO 100-8692 JAPAN,,,,,,,JPN,,8/8/2014,D,,
13725,2,YEO WU & THIAN,,78 Shenton Way #05-04,Singapore 0207,,,,,,,,,SG,,8/8/2014,D,,
13731,2,BOTTEGA VENETA S.r.l.,,"Via della Siderurgia, 4/6",36100 Vicenza (Italy),,,,,,,,,IT,,8/8/2014,D,,
13744,2,SANKYO INTERNATIONAL PATENT ATTORNEYS OFFICE,,"Osaka Nakanoshima Building 2F,","2-2, Nakanoshima 2-chome, Kita-ku","Osaka-shi, Osaka-fu 5300-0005 Japan",,,,,,,,JPN,,8/8/2014,D,,
13814,2,CLAYTON R. JOHNSON LAW OFFICE,,3121 Dakota Avenue,"Minneapolis, Minnesota 55416",U. S. A.,,,,,,,,USA,,8/8/2014,D,,
13833,2,HIGASHIMA & ISHII PATENT OFFICE,,Daiko Building,"2-14, Umeda 3-chome","Kita-ku, Osaka, 530 Japan",,,,,,,,JPN,,8/8/2014,D,,
13848,2,AI ASSOCIATION OF PATENT & TRADEMARK   ATTORNEYS,,"Sun Mullion NBF Tower, 21th Floor","2-6-12, Minamihommachi","Chuo-ku, Osaka 541-0054, Japan",,81.6.6245.2266,ai@aipat.jp,,,81.6.6245.0211,,JPN,,8/8/2014,D,.,.
13852,2,BAKER & MCKENZIE,,One Prudential Plaza,130 East Randolph #3500,"Chicago, IL 60601 U.S.A.",,,,,,,,USA,,8/8/2014,D,,
13855,2,BAKER & MCKENZIE,,14th Flr. Hutchinson House,"10 Harcourt Road, Hong Kong",DX 180005 Queensway 1,,,,,,,,HK,,8/8/2014,D,,
13867,2,"MERCK & CO., INC.",,"One Merck Drive, P.O. Box 100",Whitehouse Station NJ 08889-0100,U. S. A.,,,,,,,,USA,,8/8/2014,D,,
